t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,notebook_mara,pen_mara,mug_mara,water_bottle_mara,glasses_mara,jacket_mara,umbrella_mara,laptop_leo,phone_leo,keys_leo,wallet_leo,backpack_leo,headphones_leo,gaming_controller_leo,charger_leo,mug_leo,bowl_leo,jacket_leo,notebook_leo,phone_sofia,keys_sofia,wallet_sofia,backpack_sofia,lunchbox_sofia,water_bottle_sofia,charger_sofia,jacket_sofia,hairbrush_sofia,makeup_kit_sofia,medication_bottle_sofia,book_sofia,remote_1,blanket_1,plate_1,plate_2,pot_1,pan_1,laundry_basket_1,vacuum_cleaner_1
36660,d25 Fri 11:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,kitchen,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,living,kitchen,outside,outside,outside,bathroom,kitchen,outside,outside,entry,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
36720,d25 Fri 12:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,kitchen,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,living,kitchen,outside,outside,outside,bathroom,kitchen,outside,outside,entry,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
36780,d25 Fri 13:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,kitchen,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,living,kitchen,outside,outside,outside,bathroom,kitchen,outside,outside,entry,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
36840,d25 Fri 14:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,kitchen,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,living,kitchen,outside,outside,outside,bathroom,kitchen,outside,outside,entry,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
36900,d25 Fri 15:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,kitchen,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,living,kitchen,outside,outside,outside,bathroom,kitchen,outside,outside,entry,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
36960,d25 Fri 16:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,kitchen,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
37020,d25 Fri 17:00,bedroom_1,bedroom_1,kitchen,outside,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,bedroom_1,kitchen,kitchen,living,living,living,kitchen,living,living,kitchen,bedroom_3,outside,outside,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
37080,d25 Fri 18:00,bedroom_1,bedroom_1,kitchen,outside,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,outside,outside,outside,kitchen,living,living,living,kitchen,living,living,kitchen,bedroom_3,outside,outside,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
37140,d25 Fri 19:00,bedroom_1,bedroom_1,kitchen,outside,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,outside,outside,outside,kitchen,living,living,living,kitchen,living,living,kitchen,bedroom_3,outside,outside,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
37200,d25 Fri 20:00,bedroom_1,bedroom_1,kitchen,outside,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,outside,outside,outside,kitchen,living,living,living,kitchen,living,living,kitchen,bedroom_3,outside,outside,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
37260,d25 Fri 21:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,outside,outside,outside,kitchen,living,living,living,kitchen,living,living,kitchen,bedroom_3,outside,outside,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
37320,d25 Fri 22:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,kitchen,living,living,bathroom,bathroom,kitchen,living,living,living,kitchen,living,living,kitchen,bedroom_3,outside,outside,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
37380,d25 Fri 23:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,bathroom,bathroom,kitchen,living,living,living,kitchen,living,living,kitchen,bedroom_3,outside,outside,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
37440,d26 Sat 00:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,kitchen,living,living,bathroom,bathroom,kitchen,living,living,living,kitchen,living,living,kitchen,bedroom_3,entry,bathroom,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
37500,d26 Sat 01:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,bathroom,bathroom,kitchen,living,living,living,kitchen,living,living,kitchen,bedroom_3,entry,bathroom,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
37560,d26 Sat 02:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,bathroom,bathroom,kitchen,living,living,living,kitchen,living,living,kitchen,bedroom_3,entry,bathroom,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
37620,d26 Sat 03:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,bathroom,bathroom,kitchen,living,living,living,kitchen,living,living,kitchen,bedroom_3,entry,bathroom,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
37680,d26 Sat 04:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,bathroom,bathroom,kitchen,living,living,living,kitchen,living,living,kitchen,bedroom_3,entry,bathroom,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
37740,d26 Sat 05:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,bathroom,bathroom,kitchen,living,living,living,kitchen,living,living,kitchen,bedroom_3,entry,bathroom,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
37800,d26 Sat 06:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,bathroom,bathroom,kitchen,living,living,living,kitchen,living,living,kitchen,bedroom_3,entry,bathroom,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
37860,d26 Sat 07:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,bathroom,bathroom,kitchen,living,living,living,kitchen,living,living,kitchen,bedroom_3,entry,bathroom,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
37920,d26 Sat 08:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,bathroom,bathroom,kitchen,living,living,living,kitchen,living,living,kitchen,bedroom_3,entry,bathroom,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
37980,d26 Sat 09:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,bathroom,bathroom,kitchen,living,living,living,kitchen,living,living,kitchen,bedroom_3,entry,bathroom,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
38040,d26 Sat 10:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,bathroom,bathroom,kitchen,living,living,living,kitchen,living,living,kitchen,outside,outside,outside,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,outside,entry
38100,d26 Sat 11:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,bathroom,outside,living,living,living,living,living,living,kitchen,kitchen,kitchen,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry
38160,d26 Sat 12:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,outside,outside,bathroom,outside,living,living,living,kitchen,living,living,kitchen,kitchen,kitchen,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
38220,d26 Sat 13:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,living,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry
38280,d26 Sat 14:00,bedroom_1,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,living,entry
38340,d26 Sat 15:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
38400,d26 Sat 16:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
38460,d26 Sat 17:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
38520,d26 Sat 18:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
38580,d26 Sat 19:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
38640,d26 Sat 20:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
38700,d26 Sat 21:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
38760,d26 Sat 22:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
38820,d26 Sat 23:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
38880,d27 Sun 00:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
38940,d27 Sun 01:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
39000,d27 Sun 02:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
39060,d27 Sun 03:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
39120,d27 Sun 04:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
39180,d27 Sun 05:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
39240,d27 Sun 06:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
39300,d27 Sun 07:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
39360,d27 Sun 08:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
39420,d27 Sun 09:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
39480,d27 Sun 10:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
39540,d27 Sun 11:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,living,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,living,bedroom_1,living
39600,d27 Sun 12:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,living,bathroom,living,living,living,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
39660,d27 Sun 13:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,living,living,bathroom,living,living,bathroom,living,kitchen,kitchen,living,kitchen,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,bedroom_3,living,bathroom,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
39720,d27 Sun 14:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,kitchen,living,living,bathroom,bathroom,living,living,kitchen,living,kitchen,kitchen,living,bedroom_3,bedroom_3,entry,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
39780,d27 Sun 15:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,kitchen,living,living,bathroom,bathroom,living,living,kitchen,living,kitchen,living,living,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
39840,d27 Sun 16:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,outside,outside,bathroom,living,living,kitchen,living,kitchen,living,outside,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
39900,d27 Sun 17:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,living,living,bathroom,living,living,kitchen,living,kitchen,living,living,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
39960,d27 Sun 18:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,living,living,bathroom,living,living,kitchen,living,kitchen,living,living,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
