t,stamp,mug_nikhil,laptop_nikhil,phone_nikhil,keys_nikhil,wallet_nikhil,backpack_nikhil,charger_nikhil,notebook_nikhil,glasses_nikhil,jacket_nikhil,mug_marisol,laptop_marisol,phone_marisol,keys_marisol,wallet_marisol,backpack_marisol,water_bottle_marisol,book_marisol,glasses_marisol,makeup_kit_marisol,hairbrush_marisol,phone_tessa,keys_tessa,backpack_tessa,laptop_tessa,charger_tessa,headphones_tessa,water_bottle_tessa,notebook_tessa,pen_tessa,book_tessa,gaming_controller_tessa,phone_owen,backpack_owen,lunchbox_owen,water_bottle_owen,tablet_owen,blanket_owen,toy_owen,notebook_owen,pen_owen,jacket_owen,gaming_controller_owen,plate_shared_1,bowl_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,charger_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,umbrella_shared_1,towel_shared_1,yoga_mat_shared_1
36960,d25 Fri 16:00,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,living,living,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
37020,d25 Fri 17:00,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,kitchen,living,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
37080,d25 Fri 18:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,bedroom_2,entry,bedroom_2,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,living,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bathroom,living
37140,d25 Fri 19:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,bedroom_2,entry,bedroom_2,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,living,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bathroom,living
37200,d25 Fri 20:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,kitchen,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,living,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bathroom,living
37260,d25 Fri 21:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bathroom,living
37320,d25 Fri 22:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bathroom,living
37380,d25 Fri 23:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,entry,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,bathroom,living,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
37440,d26 Sat 00:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,living,living,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
37500,d26 Sat 01:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,living,living,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
37560,d26 Sat 02:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,living,living,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
37620,d26 Sat 03:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,living,living,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
37680,d26 Sat 04:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,living,living,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
37740,d26 Sat 05:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,living,living,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
37800,d26 Sat 06:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,living,living,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
37860,d26 Sat 07:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,living,living,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
37920,d26 Sat 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,living,living,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
37980,d26 Sat 09:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_2,outside,outside,outside,outside,outside,living,kitchen,outside,outside,outside,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
38040,d26 Sat 10:00,kitchen,bedroom_1,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,kitchen,kitchen,living,living,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bedroom_1,living
38100,d26 Sat 11:00,kitchen,bedroom_1,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
38160,d26 Sat 12:00,kitchen,bedroom_1,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
38220,d26 Sat 13:00,kitchen,bedroom_1,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2,kitchen,entry,entry,kitchen,kitchen,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
38280,d26 Sat 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2,outside,outside,outside,outside,outside,living,living,outside,outside,outside,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
38340,d26 Sat 15:00,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
38400,d26 Sat 16:00,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
38460,d26 Sat 17:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
38520,d26 Sat 18:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
38580,d26 Sat 19:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
38640,d26 Sat 20:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
38700,d26 Sat 21:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
38760,d26 Sat 22:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
38820,d26 Sat 23:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
38880,d27 Sun 00:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
38940,d27 Sun 01:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
39000,d27 Sun 02:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
39060,d27 Sun 03:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
39120,d27 Sun 04:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
39180,d27 Sun 05:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
39240,d27 Sun 06:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
39300,d27 Sun 07:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
39360,d27 Sun 08:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
39420,d27 Sun 09:00,kitchen,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,entry,kitchen,living,living,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bedroom_1,living
39480,d27 Sun 10:00,kitchen,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_3,kitchen,entry,kitchen,living,living,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bedroom_1,living
39540,d27 Sun 11:00,kitchen,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,kitchen,entry,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_3,kitchen,entry,kitchen,living,living,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,entry,bathroom,living
