t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,mug_mara,water_bottle_mara,headphones_mara,notebook_mara,pen_mara,book_mara,charger_mara,backpack_mara,jacket_mara,glasses_mara,yoga_mat_mara,laptop_leon,phone_leon,keys_leon,wallet_leon,tablet_leon,headphones_leon,notebook_leon,pen_leon,water_bottle_leon,backpack_leon,jacket_leon,gaming_controller_leon,mug_shared_1,bowl_shared_1,plate_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,blanket_shared_1,towel_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,watering_can_shared_1,umbrella_shared_1
35400,d24 Thu 14:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,entry,kitchen,kitchen
35460,d24 Thu 15:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,entry,kitchen,kitchen
35520,d24 Thu 16:00,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom_2,living,bedroom_2,outside,outside,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,entry,kitchen,kitchen
35580,d24 Thu 17:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,entry,kitchen,kitchen
35640,d24 Thu 18:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
35700,d24 Thu 19:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
35760,d24 Thu 20:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
35820,d24 Thu 21:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
35880,d24 Thu 22:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
35940,d24 Thu 23:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
36000,d25 Fri 00:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
36060,d25 Fri 01:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
36120,d25 Fri 02:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
36180,d25 Fri 03:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
36240,d25 Fri 04:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
36300,d25 Fri 05:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
36360,d25 Fri 06:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
36420,d25 Fri 07:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
36480,d25 Fri 08:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
36540,d25 Fri 09:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
36600,d25 Fri 10:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
36660,d25 Fri 11:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
36720,d25 Fri 12:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
36780,d25 Fri 13:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
36840,d25 Fri 14:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
36900,d25 Fri 15:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
36960,d25 Fri 16:00,outside,outside,outside,outside,kitchen,outside,outside,outside,kitchen,bedroom_1,bedroom_2,outside,outside,bedroom_2,bedroom_2,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
37020,d25 Fri 17:00,outside,outside,outside,outside,kitchen,outside,outside,outside,kitchen,bedroom_1,bedroom_2,outside,outside,bedroom_2,bedroom_2,outside,kitchen,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
37080,d25 Fri 18:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,entry
37140,d25 Fri 19:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,entry
37200,d25 Fri 20:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bathroom,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,entry
37260,d25 Fri 21:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,bathroom,entry,kitchen,entry
37320,d25 Fri 22:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,bathroom,entry,kitchen,entry
37380,d25 Fri 23:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,bathroom,entry,kitchen,entry
37440,d26 Sat 00:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,bathroom,entry,kitchen,entry
37500,d26 Sat 01:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,bathroom,entry,kitchen,entry
37560,d26 Sat 02:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,bathroom,entry,kitchen,entry
37620,d26 Sat 03:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,bathroom,entry,kitchen,entry
37680,d26 Sat 04:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,bathroom,entry,kitchen,entry
37740,d26 Sat 05:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,bathroom,entry,kitchen,entry
37800,d26 Sat 06:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,bathroom,entry,kitchen,entry
37860,d26 Sat 07:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,bathroom,entry,kitchen,entry
37920,d26 Sat 08:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,entry
37980,d26 Sat 09:00,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom,kitchen,bathroom,bathroom,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,entry
38040,d26 Sat 10:00,outside,outside,outside,outside,bedroom_2,outside,outside,outside,kitchen,bedroom_1,bedroom_2,outside,outside,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,bedroom_1,entry,living,entry
38100,d26 Sat 11:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,bathroom,entry,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,bedroom_1,entry,living,entry
38160,d26 Sat 12:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,bedroom_1,entry,living,entry
38220,d26 Sat 13:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,living,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,living,entry
38280,d26 Sat 14:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,living,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,living,entry
38340,d26 Sat 15:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,living,entry,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,living,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,living,entry
38400,d26 Sat 16:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,living,entry,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,living,entry
38460,d26 Sat 17:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,living,entry,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,living,entry
38520,d26 Sat 18:00,bedroom_2,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,living,entry,kitchen,bedroom_2,bedroom_1,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,living,entry
38580,d26 Sat 19:00,bedroom_2,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_1,entry,bathroom,bedroom_2,bedroom_1,entry,entry,entry,kitchen,bedroom_1,bathroom,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,living,entry
38640,d26 Sat 20:00,bedroom_2,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,bedroom_1,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,entry
38700,d26 Sat 21:00,bedroom_2,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,bedroom_1,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,entry
38760,d26 Sat 22:00,bedroom_2,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,bedroom_1,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,entry
38820,d26 Sat 23:00,bedroom_2,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,bedroom_1,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,entry
38880,d27 Sun 00:00,bedroom_2,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,bedroom_1,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,entry
38940,d27 Sun 01:00,bedroom_2,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,bedroom_1,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,entry
39000,d27 Sun 02:00,bedroom_2,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,bedroom_1,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,entry
39060,d27 Sun 03:00,bedroom_2,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,bedroom_1,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,entry
39120,d27 Sun 04:00,bedroom_2,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,bedroom_1,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,entry
39180,d27 Sun 05:00,bedroom_2,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,bedroom_1,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,entry
39240,d27 Sun 06:00,bedroom_2,bedroom_2,entry,entry,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,bedroom_1,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,entry
39300,d27 Sun 07:00,bedroom_2,kitchen,entry,entry,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,entry
