t,stamp,laptop_elena,phone_elena,keys_elena,wallet_elena,backpack_elena,charger_elena,notebook_elena,pen_elena,water_bottle_elena,mug_elena,book_elena,glasses_elena,jacket_elena,lunchbox_elena,hairbrush_elena,makeup_kit_elena,yoga_mat_elena,phone_marcus,keys_marcus,wallet_marcus,backpack_marcus,water_bottle_marcus,jacket_marcus,mug_marcus,charger_marcus,headphones_marcus,lunchbox_marcus,umbrella_marcus,medication_bottle_marcus,remote_shared,blanket_shared,plate_shared_1,plate_shared_2,bowl_shared_1,pot_shared_1,pan_shared_1,towel_shared_1,laundry_basket_shared,vacuum_cleaner_shared,watering_can_shared,suitcase_shared
34980,d24 Thu 07:00,bedroom_2,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
35040,d24 Thu 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,bedroom_1,outside,outside,living,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
35100,d24 Thu 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
35160,d24 Thu 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
35220,d24 Thu 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
35280,d24 Thu 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
35340,d24 Thu 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
35400,d24 Thu 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
35460,d24 Thu 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,bedroom_1,outside,outside,entry,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
35520,d24 Thu 16:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,bedroom_1,outside,outside,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
35580,d24 Thu 17:00,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
35640,d24 Thu 18:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
35700,d24 Thu 19:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
35760,d24 Thu 20:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,kitchen,kitchen,bathroom,bedroom_1,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
35820,d24 Thu 21:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
35880,d24 Thu 22:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
35940,d24 Thu 23:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
36000,d25 Fri 00:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
36060,d25 Fri 01:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
36120,d25 Fri 02:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
36180,d25 Fri 03:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
36240,d25 Fri 04:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
36300,d25 Fri 05:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
36360,d25 Fri 06:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
36420,d25 Fri 07:00,kitchen,bedroom_1,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,kitchen,entry,entry,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
36480,d25 Fri 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
36540,d25 Fri 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
36600,d25 Fri 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
36660,d25 Fri 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
36720,d25 Fri 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
36780,d25 Fri 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
36840,d25 Fri 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
36900,d25 Fri 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
36960,d25 Fri 16:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
37020,d25 Fri 17:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
37080,d25 Fri 18:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
37140,d25 Fri 19:00,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
37200,d25 Fri 20:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,entry,living,bedroom_1,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
37260,d25 Fri 21:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,entry,living,bedroom_1,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
37320,d25 Fri 22:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,entry,living,bedroom_1,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
37380,d25 Fri 23:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,entry,living,bedroom_1,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
37440,d26 Sat 00:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,entry,living,bedroom_1,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
37500,d26 Sat 01:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,entry,living,bedroom_1,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
37560,d26 Sat 02:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,entry,living,bedroom_1,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
37620,d26 Sat 03:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,entry,living,bedroom_1,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
37680,d26 Sat 04:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,entry,living,bedroom_1,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
37740,d26 Sat 05:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,entry,living,bedroom_1,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
37800,d26 Sat 06:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,entry,entry,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
37860,d26 Sat 07:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,entry,entry,entry,entry,entry,entry,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
37920,d26 Sat 08:00,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,living,bedroom_1,bedroom_2,bedroom_2,bedroom_1,bedroom_2,living,entry,entry,entry,entry,entry,entry,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
37980,d26 Sat 09:00,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,living,bedroom_1,bedroom_2,bedroom_2,bedroom_1,bedroom_2,bedroom_2,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
38040,d26 Sat 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
38100,d26 Sat 11:00,bedroom_2,bedroom_1,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,bedroom_2,kitchen,entry,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bathroom,entry,bedroom_2,bedroom_2
38160,d26 Sat 12:00,bedroom_2,bedroom_1,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,bedroom_2,kitchen,entry,living,living,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bathroom,entry,bedroom_2,bedroom_2
38220,d26 Sat 13:00,bedroom_2,bedroom_1,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,bedroom_2,kitchen,entry,living,living,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bathroom,entry,bedroom_2,bedroom_2
38280,d26 Sat 14:00,bedroom_2,bedroom_1,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,bedroom_2,kitchen,entry,living,living,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bathroom,entry,bedroom_2,bedroom_2
38340,d26 Sat 15:00,bedroom_2,bedroom_1,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,bedroom_2,kitchen,entry,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bathroom,entry,bedroom_2,bedroom_2
38400,d26 Sat 16:00,bedroom_2,bedroom_1,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,bedroom_2,kitchen,entry,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bathroom,entry,bedroom_2,bedroom_2
38460,d26 Sat 17:00,bedroom_2,bedroom_1,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,bedroom_2,kitchen,entry,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bathroom,entry,bedroom_2,bedroom_2
38520,d26 Sat 18:00,bedroom_2,bedroom_1,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,bedroom_2,kitchen,entry,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bathroom,entry,bedroom_2,bedroom_2
38580,d26 Sat 19:00,bedroom_2,bedroom_1,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,bedroom_2,kitchen,entry,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bathroom,entry,bedroom_2,bedroom_2
38640,d26 Sat 20:00,bedroom_2,bedroom_1,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,bedroom_2,kitchen,entry,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bathroom,entry,bedroom_2,bedroom_2
