t,stamp,phone_dana,keys_dana,wallet_dana,lunchbox_dana,mug_dana,notebook_dana,pen_dana,book_dana,glasses_dana,jacket_dana,blanket_1,phone_maya,keys_maya,wallet_maya,laptop_maya,backpack_maya,mug_maya,headphones_maya,notebook_maya,makeup_kit_maya,hairbrush_maya,phone_eli,keys_eli,wallet_eli,backpack_eli,water_bottle_eli,lunchbox_eli,jacket_eli,gaming_controller_eli,headphones_eli,charger_1,remote_1,plate_1,plate_2,plate_3,bowl_1,bowl_2,pot_1,pan_1,laundry_basket_1,vacuum_cleaner_1,towel_1,towel_2
26700,d18 Fri 13:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
26760,d18 Fri 14:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
26820,d18 Fri 15:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,bedroom_3,entry,entry,entry,entry,kitchen,entry,living,entry,bedroom_2,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
26880,d18 Fri 16:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,living,entry,bedroom_3,entry,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
26940,d18 Fri 17:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
27000,d18 Fri 18:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
27060,d18 Fri 19:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
27120,d18 Fri 20:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
27180,d18 Fri 21:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
27240,d18 Fri 22:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
27300,d18 Fri 23:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
27360,d19 Sat 00:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
27420,d19 Sat 01:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
27480,d19 Sat 02:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
27540,d19 Sat 03:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
27600,d19 Sat 04:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
27660,d19 Sat 05:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
27720,d19 Sat 06:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
27780,d19 Sat 07:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
27840,d19 Sat 08:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,bedroom_3,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
27900,d19 Sat 09:00,bedroom_1,entry,entry,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,kitchen,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_3,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3
27960,d19 Sat 10:00,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,kitchen,entry,bedroom_3,entry,kitchen,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
28020,d19 Sat 11:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,bedroom_3,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
28080,d19 Sat 12:00,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
28140,d19 Sat 13:00,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bathroom,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
28200,d19 Sat 14:00,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,entry,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
28260,d19 Sat 15:00,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,entry,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
28320,d19 Sat 16:00,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,entry,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
28380,d19 Sat 17:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,entry,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
28440,d19 Sat 18:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
28500,d19 Sat 19:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
28560,d19 Sat 20:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,entry,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_1,bathroom
28620,d19 Sat 21:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,entry,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
28680,d19 Sat 22:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,entry,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
28740,d19 Sat 23:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,entry,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
28800,d20 Sun 00:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,entry,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
28860,d20 Sun 01:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,entry,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
28920,d20 Sun 02:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,entry,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
28980,d20 Sun 03:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,entry,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
29040,d20 Sun 04:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,entry,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
29100,d20 Sun 05:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,entry,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
29160,d20 Sun 06:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,entry,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
29220,d20 Sun 07:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
29280,d20 Sun 08:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
29340,d20 Sun 09:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_1,bathroom
29400,d20 Sun 10:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_3
29460,d20 Sun 11:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
29520,d20 Sun 12:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,kitchen,outside,entry,kitchen,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
29580,d20 Sun 13:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,living,entry,entry,kitchen,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
29640,d20 Sun 14:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
29700,d20 Sun 15:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
29760,d20 Sun 16:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
29820,d20 Sun 17:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
29880,d20 Sun 18:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
29940,d20 Sun 19:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
30000,d20 Sun 20:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,living,entry,entry,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_1,bedroom_3
30060,d20 Sun 21:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
