t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,lunchbox_mara,water_bottle_mara,mug_mara,notebook_mara,pen_mara,book_mara,glasses_mara,charger_mara,jacket_mara,yoga_mat_mara,phone_darren,keys_darren,wallet_darren,backpack_darren,lunchbox_darren,water_bottle_darren,jacket_darren,headphones_darren,book_darren,glasses_darren,charger_darren,gaming_controller_darren,mug_shared_1,bowl_shared_1,plate_shared_1,remote_shared_1,blanket_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,towel_shared_1
35640,d24 Thu 18:00,living,kitchen,entry,living,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,living,kitchen,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
35700,d24 Thu 19:00,living,bedroom_1,entry,living,entry,entry,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,living,entry,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
35760,d24 Thu 20:00,living,bedroom_1,entry,living,entry,entry,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,living,entry,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
35820,d24 Thu 21:00,living,bedroom_1,entry,living,entry,entry,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,living,entry,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
35880,d24 Thu 22:00,living,bedroom_1,entry,living,entry,entry,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,living,entry,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
35940,d24 Thu 23:00,living,bedroom_1,entry,living,entry,entry,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
36000,d25 Fri 00:00,living,bedroom_1,entry,living,entry,entry,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
36060,d25 Fri 01:00,living,bedroom_1,entry,living,entry,entry,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
36120,d25 Fri 02:00,living,bedroom_1,entry,living,entry,entry,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
36180,d25 Fri 03:00,living,bedroom_1,entry,living,entry,entry,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
36240,d25 Fri 04:00,living,bedroom_1,entry,living,entry,entry,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
36300,d25 Fri 05:00,living,bedroom_1,entry,living,entry,entry,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
36360,d25 Fri 06:00,living,bedroom_1,entry,living,entry,entry,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
36420,d25 Fri 07:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,outside
36480,d25 Fri 08:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,outside
36540,d25 Fri 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,outside
36600,d25 Fri 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,outside
36660,d25 Fri 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,outside
36720,d25 Fri 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,outside
36780,d25 Fri 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,outside
36840,d25 Fri 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,outside
36900,d25 Fri 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,outside
36960,d25 Fri 16:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,outside
37020,d25 Fri 17:00,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
37080,d25 Fri 18:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
37140,d25 Fri 19:00,living,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
37200,d25 Fri 20:00,living,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
37260,d25 Fri 21:00,living,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
37320,d25 Fri 22:00,living,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
37380,d25 Fri 23:00,living,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
37440,d26 Sat 00:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
37500,d26 Sat 01:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
37560,d26 Sat 02:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
37620,d26 Sat 03:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
37680,d26 Sat 04:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
37740,d26 Sat 05:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
37800,d26 Sat 06:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
37860,d26 Sat 07:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
37920,d26 Sat 08:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
37980,d26 Sat 09:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
38040,d26 Sat 10:00,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bathroom,bedroom_1,entry,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
38100,d26 Sat 11:00,living,outside,outside,outside,entry,kitchen,kitchen,kitchen,living,kitchen,outside,outside,bedroom_1,entry,living,living,entry,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom_1,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
38160,d26 Sat 12:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,living,outside,outside,outside,entry,kitchen,kitchen,kitchen,living,living,outside,living,living,bedroom_1,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bedroom_1
38220,d26 Sat 13:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,entry,living,living,entry,entry,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom_1,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
38280,d26 Sat 14:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,living,entry,entry,entry,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
38340,d26 Sat 15:00,living,outside,outside,outside,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_1,entry,living,living,entry,entry,entry,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
38400,d26 Sat 16:00,living,outside,outside,outside,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_1,entry,living,outside,outside,outside,entry,kitchen,kitchen,kitchen,living,living,outside,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
38460,d26 Sat 17:00,living,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
38520,d26 Sat 18:00,living,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
38580,d26 Sat 19:00,living,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
38640,d26 Sat 20:00,living,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
38700,d26 Sat 21:00,living,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
38760,d26 Sat 22:00,living,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
38820,d26 Sat 23:00,living,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
38880,d27 Sun 00:00,living,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
38940,d27 Sun 01:00,living,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
39000,d27 Sun 02:00,living,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
39060,d27 Sun 03:00,living,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
39120,d27 Sun 04:00,living,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
39180,d27 Sun 05:00,living,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
