t,stamp,phone_elias,keys_elias,wallet_elias,laptop_elias,charger_elias,backpack_elias,mug_elias,water_bottle_elias,notebook_elias,pen_elias,headphones_elias,jacket_elias,phone_priya,keys_priya,wallet_priya,backpack_priya,lunchbox_priya,water_bottle_priya,mug_priya,jacket_priya,yoga_mat_priya,hairbrush_priya,makeup_kit_priya,blanket_noa,water_bottle_noa,backpack_noa,toy_noa,book_noa,towel_noa,medication_bottle_noa,plate_shared_1,bowl_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,tablet_shared_1,charger_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,umbrella_shared_1,suitcase_shared_1
34140,d23 Wed 17:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
34200,d23 Wed 18:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
34260,d23 Wed 19:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
34320,d23 Wed 20:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
34380,d23 Wed 21:00,entry,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
34440,d23 Wed 22:00,entry,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
34500,d23 Wed 23:00,entry,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
34560,d24 Thu 00:00,entry,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
34620,d24 Thu 01:00,entry,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
34680,d24 Thu 02:00,entry,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
34740,d24 Thu 03:00,entry,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
34800,d24 Thu 04:00,entry,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
34860,d24 Thu 05:00,entry,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
34920,d24 Thu 06:00,kitchen,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,bathroom,entry,entry,entry,kitchen,kitchen,living,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
34980,d24 Thu 07:00,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,entry,living,kitchen,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
35040,d24 Thu 08:00,entry,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,entry,entry,outside,outside,outside,bathroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
35100,d24 Thu 09:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
35160,d24 Thu 10:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
35220,d24 Thu 11:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
35280,d24 Thu 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
35340,d24 Thu 13:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
35400,d24 Thu 14:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
35460,d24 Thu 15:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
35520,d24 Thu 16:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
35580,d24 Thu 17:00,kitchen,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
35640,d24 Thu 18:00,kitchen,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
35700,d24 Thu 19:00,kitchen,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
35760,d24 Thu 20:00,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
35820,d24 Thu 21:00,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,bedroom_2,kitchen,entry,living,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
35880,d24 Thu 22:00,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,living,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
35940,d24 Thu 23:00,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,living,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
36000,d25 Fri 00:00,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,living,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
36060,d25 Fri 01:00,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,living,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
36120,d25 Fri 02:00,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,living,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
36180,d25 Fri 03:00,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,living,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
36240,d25 Fri 04:00,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,living,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
36300,d25 Fri 05:00,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,living,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
36360,d25 Fri 06:00,entry,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bathroom,living,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
36420,d25 Fri 07:00,entry,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,living,entry,bedroom_1,bedroom_2,bedroom_2,living,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
36480,d25 Fri 08:00,entry,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,bathroom,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
36540,d25 Fri 09:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,bathroom,bathroom,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
36600,d25 Fri 10:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,bathroom,bathroom,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
36660,d25 Fri 11:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,bathroom,bathroom,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
36720,d25 Fri 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,bathroom,bathroom,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
36780,d25 Fri 13:00,outside,outside,kitchen,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,kitchen,entry,entry,entry,kitchen,kitchen,living,entry,living,bathroom,bathroom,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
36840,d25 Fri 14:00,outside,outside,kitchen,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,kitchen,entry,entry,entry,kitchen,kitchen,living,entry,living,bathroom,bathroom,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
36900,d25 Fri 15:00,outside,outside,kitchen,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,bathroom,entry,entry,bedroom_1,kitchen,kitchen,living,entry,living,bathroom,bathroom,living,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
36960,d25 Fri 16:00,outside,outside,kitchen,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,bathroom,entry,entry,bedroom_1,kitchen,kitchen,living,entry,living,bathroom,bathroom,living,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
37020,d25 Fri 17:00,entry,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
37080,d25 Fri 18:00,entry,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
37140,d25 Fri 19:00,entry,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
37200,d25 Fri 20:00,entry,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
37260,d25 Fri 21:00,entry,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
37320,d25 Fri 22:00,entry,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
37380,d25 Fri 23:00,entry,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
37440,d26 Sat 00:00,entry,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
37500,d26 Sat 01:00,entry,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
37560,d26 Sat 02:00,entry,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
37620,d26 Sat 03:00,entry,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
37680,d26 Sat 04:00,entry,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
